Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
73,3.0,0.0,0.0,673.0,13.0,53.0,3230.0,0.0,35.254999999999946,0.0,0.0,394.92761063575745,,,,,,,,,,,,,,,,,,,,,12.061022181005248,11.603874674223114,34.650416240647374,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,722.0,14.0,49.0,3279.0,0.0,25.905000000000022,0.0,0.0,398.6197636127472,,,,,,,,,,,,,,,,,,,,,9.036198731302836,8.095913599299292,25.487713976142302,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,756.0,15.0,34.0,3313.0,0.0,15.60400000000001,0.0,0.0,401.2524995803833,,,,,,,,,,,,,,,,,,,,,4.081461059096514,4.912756169688242,15.480711035025747,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,781.0,16.0,25.0,3338.0,0.0,10.105000000000006,0.0,0.0,403.2537441253662,,,,,,,,,,,,,,,,,,,,,2.47301663069441,3.146507681647975,10.053227812044687,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,852.0,17.0,71.0,3409.0,0.0,27.00400000000004,0.0,0.0,408.61950063705444,,,,,,,,,,,,,,,,,,,,,9.930993057721052,6.771522128683946,26.325224717619424,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,900.0,18.0,48.0,3457.0,0.0,33.902999999999956,0.0,0.0,412.19923663139343,,,,,,,,,,,,,,,,,,,,,12.304281310959936,11.152859823748141,33.34574023731123,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,919.0,19.0,19.0,3476.0,0.0,8.404,0.0,0.0,413.8043143749237,,,,,,,,,,,,,,,,,,,,,2.213025595207627,2.7338459349062254,8.370322836527581,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,955.0,20.0,36.0,3512.0,0.0,14.00600000000001,0.0,0.0,416.65571117401123,,,,,,,,,,,,,,,,,,,,,3.456076670738239,4.155557563273595,13.895476716569998,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,104.0,1.0,104.0,3616.0,0.0,73.35599999999994,0.0,0.0,477.529009103775,,,,,,,,,,,,,,,,,,,,,27.657656365149172,22.248596047851393,70.55015389191642,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,170.0,2.0,66.0,3682.0,0.0,27.305000000000035,0.0,0.0,482.2453510761261,,,,,,,,,,,,,,,,,,,,,9.719787873410326,7.099609204907325,26.690184184539472,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,196.0,3.0,26.0,3708.0,0.0,9.205000000000004,0.0,0.0,484.38539361953735,,,,,,,,,,,,,,,,,,,,,2.0696957049583196,2.762060381938485,9.160348259931018,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,237.0,4.0,41.0,3749.0,0.0,28.504000000000012,0.0,0.0,487.5666174888611,,,,,,,,,,,,,,,,,,,,,10.243338131893923,9.45063605751703,28.112135271864222,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,265.0,5.0,28.0,3777.0,0.0,13.154000000000007,0.0,0.0,489.7777955532074,,,,,,,,,,,,,,,,,,,,,3.538692703460078,4.2067407104630945,13.067984588892013,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,304.0,6.0,39.0,3816.0,0.0,25.354000000000013,0.0,0.0,492.77097153663635,,,,,,,,,,,,,,,,,,,,,8.672253876925087,8.360350373541523,25.04082292172165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,400.0,7.0,96.0,3912.0,0.0,49.254,0.0,0.0,499.5805549621582,,,,,,,,,,,,,,,,,,,,,21.924921136138778,13.17500964845925,47.19640397490559,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,465.0,8.0,65.0,3977.0,0.0,24.855000000000036,0.0,0.0,504.59773087501526,,,,,,,,,,,,,,,,,,,,,10.167597626161953,6.873027745888371,24.21832447877826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,514.0,9.0,49.0,4026.0,0.0,12.055000000000023,0.0,0.0,508.53722858428955,,,,,,,,,,,,,,,,,,,,,2.2901144991270823,3.0467816714457014,11.954739128671449,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,546.0,10.0,32.0,4058.0,0.0,15.156000000000006,0.0,0.0,511.06457471847534,,,,,,,,,,,,,,,,,,,,,4.007538199275899,4.862063217984702,15.042801579202376,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,593.0,11.0,47.0,4105.0,0.0,26.30400000000002,0.0,0.0,514.663375377655,,,,,,,,,,,,,,,,,,,,,8.051460581097597,8.3720975882653,25.951532885573993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,627.0,12.0,34.0,4139.0,0.0,16.554000000000016,0.0,0.0,517.3015644550323,,,,,,,,,,,,,,,,,,,,,4.520707679964838,5.280797294534016,16.416712651532734,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,695.0,13.0,68.0,4207.0,0.0,57.45299999999997,0.0,0.0,522.2966752052307,,,,,,,,,,,,,,,,,,,,,24.27669400949904,18.03059592164286,55.85804285020425,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,755.0,14.0,60.0,4267.0,0.0,38.655999999999935,0.0,0.0,526.6745600700378,,,,,,,,,,,,,,,,,,,,,12.788669160046032,12.673065503584533,37.926606456854095,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,787.0,15.0,32.0,4299.0,0.0,14.255000000000008,0.0,0.0,529.182826757431,,,,,,,,,,,,,,,,,,,,,3.618564839422505,4.497615006835168,14.153359284422905,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,823.0,16.0,36.0,4335.0,0.0,21.105000000000015,0.0,0.0,531.9761879444122,,,,,,,,,,,,,,,,,,,,,6.598058600413997,6.964890028582285,20.888358248633732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,857.0,17.0,34.0,4369.0,0.0,10.25600000000001,0.0,0.0,534.6787667274475,,,,,,,,,,,,,,,,,,,,,2.003092850067584,2.8915868942188525,10.198092936033738,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,898.0,18.0,41.0,4410.0,0.0,25.454000000000015,0.0,0.0,537.8594260215759,,,,,,,,,,,,,,,,,,,,,8.336866879411966,8.37473613210726,25.137325783727842,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,922.0,19.0,24.0,4434.0,0.0,7.003999999999999,0.0,0.0,539.9859850406647,,,,,,,,,,,,,,,,,,,,,1.4465699061672914,1.9964335661318542,6.976258580832819,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1010.0,20.0,88.0,4522.0,0.0,58.35499999999997,0.0,0.0,546.2026195526123,,,,,,,,,,,,,,,,,,,,,24.320958463775344,17.615628664903504,56.271026681869635,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,72.0,1.0,72.0,4594.0,0.0,40.60399999999996,0.0,0.0,608.0936653614044,,,,,,,,,,,,,,,,,,,,,14.275444124701993,11.570781353837756,39.61578380682828,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,108.0,2.0,36.0,4630.0,0.0,14.055000000000012,0.0,0.0,610.9314575195312,,,,,,,,,,,,,,,,,,,,,3.4976442741133686,4.1608094001067455,13.94302783396589,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,134.0,3.0,26.0,4656.0,0.0,8.254999999999999,0.0,0.0,613.3128979206085,,,,,,,,,,,,,,,,,,,,,1.757545866608857,2.4014879330001686,8.217521328796972,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,199.0,4.0,65.0,4721.0,0.0,29.056000000000033,0.0,0.0,617.9957962036133,,,,,,,,,,,,,,,,,,,,,10.709199972718949,8.276810111872246,28.38829029206534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,231.0,5.0,32.0,4753.0,0.0,14.60300000000001,0.0,0.0,620.7176842689514,,,,,,,,,,,,,,,,,,,,,3.851765236216859,4.5837052911618175,14.494237750191253,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,334.0,6.0,103.0,4856.0,0.0,51.00599999999991,0.0,0.0,628.1004209518433,,,,,,,,,,,,,,,,,,,,,19.763991368166604,14.339423306842106,49.01932821729614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,373.0,7.0,39.0,4895.0,0.0,23.904000000000014,0.0,0.0,631.0727310180664,,,,,,,,,,,,,,,,,,,,,7.713994563931269,7.911734972225806,23.626780992999684,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,400.0,8.0,27.0,4922.0,0.0,8.206999999999997,0.0,0.0,633.2549414634705,,,,,,,,,,,,,,,,,,,,,1.6557062800604176,2.372482095685564,8.17046639683521,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,424.0,9.0,24.0,4946.0,0.0,9.203000000000005,0.0,0.0,635.208582162857,,,,,,,,,,,,,,,,,,,,,2.240071185683242,2.8068907750662673,9.158396688231838,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,582.0,10.0,158.0,5104.0,0.0,53.859999999999836,0.0,0.0,646.2613518238068,,,,,,,,,,,,,,,,,,,,,18.482537649279347,13.345466057639827,50.990749801215095,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,710.0,11.0,128.0,5232.0,0.0,49.75599999999982,0.0,0.0,655.272127866745,,,,,,,,,,,,,,,,,,,,,16.457894642567826,12.056068590311458,47.69708657232366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,750.0,12.0,40.0,5272.0,0.0,23.205000000000016,0.0,0.0,658.3817672729492,,,,,,,,,,,,,,,,,,,,,7.14114112211755,7.630852640842709,22.942296651767066,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,801.0,13.0,51.0,5323.0,0.0,35.20399999999995,0.0,0.0,662.5357422828674,,,,,,,,,,,,,,,,,,,,,12.486946442598377,11.573577976923042,34.601767498926414,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,859.0,14.0,58.0,5381.0,0.0,28.85500000000003,0.0,0.0,666.9585094451904,,,,,,,,,,,,,,,,,,,,,10.928852097488852,8.55338015921401,28.249375954299946,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,910.0,15.0,51.0,5432.0,0.0,29.35400000000002,0.0,0.0,670.7692782878876,,,,,,,,,,,,,,,,,,,,,9.106160862712974,9.38675642908578,28.918504300301944,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,951.0,16.0,41.0,5473.0,0.0,18.306000000000022,0.0,0.0,673.8757929801941,,,,,,,,,,,,,,,,,,,,,4.835150895786975,5.591048667252279,18.125884697970708,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,981.0,17.0,30.0,5503.0,0.0,12.505000000000008,0.0,0.0,676.2926547527313,,,,,,,,,,,,,,,,,,,,,3.0896786391136004,3.873502671581619,12.424734375201798,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,1035.0,18.0,54.0,5557.0,0.0,19.60700000000003,0.0,0.0,680.2829449176788,,,,,,,,,,,,,,,,,,,,,4.318303980402464,5.660619264396628,19.393204789848117,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,1136.0,19.0,101.0,5658.0,0.0,61.405999999999935,0.0,0.0,687.7714681625366,,,,,,,,,,,,,,,,,,,,,24.645742226301707,19.829748456368087,58.975755790934464,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,1267.0,20.0,131.0,5789.0,0.0,66.65599999999982,0.0,0.0,697.127806186676,,,,,,,,,,,,,,,,,,,,,22.111201522663613,18.155338736745694,63.82325585638747,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,113.0,1.0,113.0,5902.0,0.0,68.80599999999988,0.0,0.0,777.888121843338,,,,,,,,,,,,,,,,,,,,,24.784167088581267,19.353034458720664,66.07146057956993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,166.0,2.0,53.0,5955.0,0.0,35.60399999999997,0.0,0.0,781.1377613544464,,,,,,,,,,,,,,,,,,,,,12.980636475043031,11.20586693660338,34.95097724406679,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,189.0,3.0,23.0,5978.0,0.0,8.104999999999997,0.0,0.0,783.1671183109283,,,,,,,,,,,,,,,,,,,,,1.856952080572553,2.4486493272751937,8.070360462609443,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,369.0,4.0,180.0,6158.0,0.0,83.50499999999988,0.0,0.0,795.9158852100372,,,,,,,,,,,,,,,,,,,,,39.89909841558849,21.230254234726747,76.39956184704116,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,395.0,5.0,26.0,6184.0,0.0,9.553000000000006,0.0,0.0,797.9927263259888,,,,,,,,,,,,,,,,,,,,,2.2873413280294868,2.8537357513707815,9.503032157628866,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,618.0,6.0,223.0,6407.0,0.0,73.40399999999958,0.0,0.0,813.6204097270966,,,,,,,,,,,,,,,,,,,,,24.901634922802348,16.766538946903673,67.91885426648159,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,678.0,7.0,60.0,6467.0,0.0,21.504000000000037,0.0,0.0,818.0544576644897,,,,,,,,,,,,,,,,,,,,,6.143662155491183,5.850288877904245,21.15653680747801,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,874.0,8.0,196.0,6663.0,0.0,107.50499999999984,0.0,0.0,831.7566525936127,,,,,,,,,,,,,,,,,,,,,49.229284584387976,28.415810646445923,97.9540142356957,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,960.0,9.0,86.0,6749.0,0.0,57.80499999999992,0.0,0.0,837.9385778903961,,,,,,,,,,,,,,,,,,,,,23.276680887377044,16.751965034390967,55.85906450819376,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1121.0,10.0,161.0,6910.0,0.0,78.35299999999978,0.0,0.0,849.2958555221558,,,,,,,,,,,,,,,,,,,,,31.599720786736015,18.980465742391594,73.33878373707262,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1148.0,11.0,27.0,6937.0,0.0,12.154000000000007,0.0,0.0,851.5388872623444,,,,,,,,,,,,,,,,,,,,,3.1857559669625997,3.8554244918083156,12.080064653545561,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1256.0,12.0,108.0,7045.0,0.0,89.35499999999999,0.0,0.0,859.3697211742401,,,,,,,,,,,,,,,,,,,,,38.60338619776139,27.61831364838761,85.2711053960378,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1342.0,13.0,86.0,7131.0,0.0,63.20399999999992,0.0,0.0,865.7303586006165,,,,,,,,,,,,,,,,,,,,,24.399109978659368,19.36094460396697,61.166843385220524,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1410.0,14.0,68.0,7199.0,0.0,28.155000000000037,0.0,0.0,870.6917762756348,,,,,,,,,,,,,,,,,,,,,10.695530490589308,7.3698271478359,27.45515908572566,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1465.0,15.0,55.0,7254.0,0.0,33.50499999999995,0.0,0.0,874.7500987052917,,,,,,,,,,,,,,,,,,,,,10.685725231275734,10.890372295595753,32.95023534762747,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,1506.0,16.0,41.0,7295.0,0.0,17.85500000000002,0.0,0.0,877.8403124809265,,,,,,,,,,,,,,,,,,,,,4.558348550190298,5.454687522129407,17.68579350294515,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1590.0,17.0,84.0,7379.0,0.0,52.0059999999999,0.0,0.0,883.9664688110352,,,,,,,,,,,,,,,,,,,,,16.438397170229784,16.805308599025203,50.67585048818889,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,1708.0,18.0,118.0,7497.0,0.0,47.153999999999996,0.0,0.0,892.3934314250946,,,,,,,,,,,,,,,,,,,,,23.953013249579865,13.159583915386925,44.37191635290247,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,1738.0,19.0,30.0,7527.0,0.0,13.205000000000007,0.0,0.0,894.6933844089508,,,,,,,,,,,,,,,,,,,,,3.3450658147577035,4.165027288269795,13.11776579134862,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,1846.0,20.0,108.0,7635.0,0.0,63.605999999999874,0.0,0.0,902.454493522644,,,,,,,,,,,,,,,,,,,,,23.371687145258676,17.992415885787068,61.143000789101194,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,336.0,1.0,336.0,7971.0,0.0,204.00500000000022,0.0,0.0,1031.9305672645569,,,,,,,,,,,,,,,,,,,,,94.9809584607607,48.136088256800655,172.26366161880316,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,400.0,2.0,64.0,8035.0,0.0,34.65599999999993,0.0,0.0,1036.6467678546906,,,,,,,,,,,,,,,,,,,,,9.998487203021911,11.014734261863103,34.05014696597257,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,423.0,3.0,23.0,8058.0,0.0,8.805000000000001,0.0,0.0,1038.6935019493103,,,,,,,,,,,,,,,,,,,,,2.0693574925514526,2.7330040951187504,8.766170948619937,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,490.0,4.0,67.0,8125.0,0.0,23.01000000000004,0.0,0.0,1043.9228684902191,,,,,,,,,,,,,,,,,,,,,7.372274295796655,6.956477197398569,22.53859621840002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,518.0,5.0,28.0,8153.0,0.0,12.204000000000008,0.0,0.0,1046.1661851406097,,,,,,,,,,,,,,,,,,,,,3.1144861078933994,3.8371337960731338,12.12892331229128,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,677.0,6.0,159.0,8312.0,0.0,91.30399999999979,0.0,0.0,1057.4249894618988,,,,,,,,,,,,,,,,,,,,,33.74016738555181,24.87121971562806,86.0253387244217,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,897.0,7.0,220.0,8532.0,0.0,110.20399999999974,0.0,0.0,1072.868968963623,,,,,,,,,,,,,,,,,,,,,43.31702581146637,29.962559232484637,100.77502935082825,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1032.0,8.0,135.0,8667.0,0.0,67.40900000000002,0.0,0.0,1082.4512648582458,,,,,,,,,,,,,,,,,,,,,29.01800548089589,19.631170029816058,63.55512438446353,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1156.0,9.0,124.0,8791.0,0.0,64.50699999999992,0.0,0.0,1091.2254247665405,,,,,,,,,,,,,,,,,,,,,23.809184598290823,18.793606479888044,61.616277387199155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,1313.0,10.0,157.0,8948.0,0.0,68.30499999999985,0.0,0.0,1102.638906955719,,,,,,,,,,,,,,,,,,,,,27.22703005994697,18.041101652460778,64.0944507313197,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,1338.0,11.0,25.0,8973.0,0.0,11.853000000000007,0.0,0.0,1104.8442611694336,,,,,,,,,,,,,,,,,,,,,3.235130108900213,3.8193896873707645,11.78390565293043,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,1383.0,12.0,45.0,9018.0,0.0,24.35600000000002,0.0,0.0,1108.2869229316711,,,,,,,,,,,,,,,,,,,,,7.004870912758799,7.922879789567005,24.06484565458044,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,1493.0,13.0,110.0,9128.0,0.0,47.15399999999987,0.0,0.0,1116.1777424812317,,,,,,,,,,,,,,,,,,,,,17.955386284091578,13.21081606320173,45.22413164039033,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,1564.0,14.0,71.0,9199.0,0.0,32.704999999999984,0.0,0.0,1121.3483216762543,,,,,,,,,,,,,,,,,,,,,12.469062857578214,9.580507346091846,31.85154808519715,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,1683.0,15.0,119.0,9318.0,0.0,42.40299999999993,0.0,0.0,1129.8287851810455,,,,,,,,,,,,,,,,,,,,,16.239513450087212,10.164944811490193,40.51100890834799,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,1720.0,16.0,37.0,9355.0,0.0,19.554000000000016,0.0,0.0,1132.7000303268433,,,,,,,,,,,,,,,,,,,,,5.6446423094034435,6.324117297798076,19.364512747299376,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,1793.0,17.0,73.0,9428.0,0.0,52.655999999999935,0.0,0.0,1138.0145568847656,,,,,,,,,,,,,,,,,,,,,19.676368410977645,16.620542289572164,51.270896002000626,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,1841.0,18.0,48.0,9476.0,0.0,27.35400000000002,0.0,0.0,1141.678150177002,,,,,,,,,,,,,,,,,,,,,10.17576586707107,8.15941503179367,26.892455694074666,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,1869.0,19.0,28.0,9504.0,0.0,11.504000000000008,0.0,0.0,1144.2754654884338,,,,,,,,,,,,,,,,,,,,,2.8656081131371045,3.545849791221706,11.435198171003167,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,1982.0,20.0,113.0,9617.0,0.0,88.80599999999997,0.0,0.0,1152.3017587661743,,,,,,,,,,,,,,,,,,,,,34.385899215353255,28.014127218703546,85.00539878745258,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,71.0,1.0,71.0,9688.0,0.0,52.25599999999994,0.0,0.0,1271.1806433200836,,,,,,,,,,,,,,,,,,,,,19.37004971340649,16.969527967151045,50.931658128476606,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,130.0,2.0,59.0,9747.0,0.0,34.05799999999994,0.0,0.0,1275.5096035003662,,,,,,,,,,,,,,,,,,,,,10.351038505637833,10.987368057797646,33.480769497665044,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,250.0,3.0,120.0,9867.0,0.0,63.103999999999886,0.0,0.0,1284.294623374939,,,,,,,,,,,,,,,,,,,,,24.97564086350874,16.58537519283568,60.16709018656554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,350.0,4.0,100.0,9967.0,0.0,51.007999999999896,0.0,0.0,1291.6165030002594,,,,,,,,,,,,,,,,,,,,,18.472204075987126,16.006241791956416,49.209989581983265,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
